subj_code;prevalence;latent_feature;LS_bias_probe_stim;scale_orient;instr_tests;LS_bias_probe_rating;age;gender;tech_issues;rating_rec;explanation;Correct explanation ;Unclear explanation ;Inferred absence because of low feature base rate;Inferred absence of latent feature
Tmf64W6uuDuS;omitted;beak;probe_amb_feet.png;narrow_left;1;5;26;2: female;n/a;0;I feel like it could be a bit of both, there is always a possibility;;1;;
txkVVIi4hYLG;omitted;beak;probe_amb_feet.png;narrow_left;1;5;22;1: male;NA;0;I didn't see the duck's beak so that was no way to be certain about either choice.;;1;;
UiqxUaVgAMlA;omitted;beak;probe_amb_feet.png;narrow_left;1;5;41;2: female;none;0;Because each of the three mutations occur equally likely. As I cannot see the duck's beak, It is equally likely it could be mutation PIX67 or NAX20;1;;;
V5wUz4jIIFaO;omitted;beak;probe_amb_feet.png;narrow_left;1;5;36;2: female;NA;0;We cannot see the ducks face. All we can see is the blue feet so we know they have one of the two mutations which causes blue feet. It has already been stated that all 3 mutations are equally as likely as the next one to occur, so we know the two possible mutations in the photo are equally likely as each other.;1;;;
VclsEZj5ZyC6;omitted;beak;probe_amb_feet.png;narrow_left;1;5;48;2: female;NA;0;You can only see its feet so it could have a blue beak as well and both mutations are equally likely;1;;;
VJMEEfDe9qTj;omitted;beak;probe_amb_feet.png;narrow_left;1;5;41;1: male;None;0;The mutation could be PIX67 or NAX20, and each is equally likely (so the end result is 50/50). The only way to know would be to see the beak colour.;1;;;
wcHroV0JMRMv;omitted;beak;probe_amb_feet.png;narrow_left;1;5;21;2: female;NA;0;because the mutations are independent of each other;;1;;
wDgn9ipWraMN;omitted;beak;probe_amb_feet.png;narrow_left;1;5;56;2: female;NA;0;I could only see the feet were blue and there is equal probability that the beak was blue or not.;1;;;
wGFNelYgkCJl;omitted;beak;probe_amb_feet.png;narrow_left;2;5;47;1: male;NA;0;as the duck had Bluefeeet and is the only evidence i have available, it must be one of the two genetic variations, as I have ni further evidence, I cannot give a defintie answer, there fore the only option is to give it an equal chance until more data becomes available.;;1;;
wkfJno7zVhpl;omitted;beak;probe_amb_feet.png;narrow_left;1;5;43;1: male;n/a;0;Could be PIX67 or NAX20, because both have blue feet.;;1;;
0zjT6IcgBfYA;omitted;feet;probe_amb_beak.png;narrow_right;1;5;50;2: female;NA;0;I could only see the beak of the duck so it was impossible to tell which gene was in play;;1;;
17gt8ZR8TY0g;omitted;feet;probe_amb_beak.png;narrow_right;1;5;31;2: female;none;0;PIX67 can lead to blue beak & so can TOC20. Both have equal chance of being the case ;1;;;
259xE67LN7xH;omitted;feet;probe_amb_beak.png;narrow_right;1;5;69;2: female;No errors of which I am aware;0;I could only see the blue beak however the duck may have a 50% chance ofblue feet as well;1;;;
37imcrohXyog;omitted;feet;probe_amb_beak.png;narrow_right;1;5;22;2: female;NA;0;The duck has a blue beak which means it could have either genetic mutation, and because they are equally as likely to occur, there is equal probability that the duck could have either mutation;1;;;
4Aj8OjLJfa2M;omitted;feet;probe_amb_beak.png;narrow_right;1;5;69;2: female;NA;0;Both PIX67 and TOX20 cause the duck to have blue beaks.  The color of the feet is unknown, making each mutation equally likely.;1;;;
4c4BWfwTlRmD;omitted;feet;probe_amb_beak.png;narrow_right;1;5;25;1: male;No errors.;0;You said it was equally likely that all mutations occurred independently, so the only logical answer is that its both as much likely either will happen. ;1;;;
4QRHaKXqIOpW;omitted;feet;probe_amb_beak.png;narrow_right;1;5;45;2: female;NA;0;As we can't see the feet it is impossible to determine which exact mutation it is, only that there is a definite mutation.;;1;;
4s7ISiJMEZra;omitted;feet;probe_amb_beak.png;narrow_right;1;5;34;1: male;I think it may be more likely the first duck was actually a TOX20 intuitively but I am not sure why this would be the case if it is. This occurred to me after answering.;0;I can only see the beak so both mutations are equally likely.;1;;;
4UEsG9V2Vl3P;omitted;feet;probe_amb_beak.png;narrow_right;1;5;66;1: male;NO THERE WAS NO ERROR;0;because the leg of the duck is not showing, so it be PIX67 or TOX20;;1;;
6M8GcGb59Ct6;omitted;feet;probe_amb_beak.png;narrow_right;1;5;47;1: male;NA;0;cannot tell if it has blue feet;;1;;
73ppci2yj1de;omitted;feet;probe_amb_beak.png;narrow_right;1;5;46;2: female;NA;0;all outcomes are equal and it had a blue beak so between the two it would still be equal;1;;;
8wGbbFCGPMD4;omitted;feet;probe_amb_beak.png;narrow_right;2;5;21;2: female;NA;0;definitely has a blue beak but could have any colour feet;;1;;
94F67yfY2AeV;omitted;feet;probe_amb_beak.png;narrow_right;1;5;50;1: male;NA;0;It shows one aspect of two different mutations and therefore it is an equal chance it could be either of them.;1;;;
9p3FuA8E3adN;omitted;feet;probe_amb_beak.png;narrow_right;1;5;50;2: female;everything seemed fine to me.;0;I can't see the duck's feet so either mutation is as likely to have caused it's blue beek. ;1;;;
AtJ2oTPJwkGv;omitted;feet;probe_amb_beak.png;narrow_right;1;5;46;1: male;"N/A, was just ducky ;)";0;I can't see the duck's feet. Both mutations cause a blue beak and are equally likely. In the absence of another photo, they have equal probability to be correct in this case.;1;;;
AWlI4ljNok8w;omitted;feet;probe_amb_beak.png;narrow_right;2;5;28;2: female;na;0;I cant see his feet but he has a blue beak.;;1;;
dgFI6oarRAT5;omitted;feet;probe_amb_beak.png;narrow_right;2;5;42;2: female;NA;0;We can't see the feet so don't know which mutation it is down to.;;1;;
dx6wbnAnHZh8;omitted;feet;probe_amb_beak.png;narrow_right;1;5;22;1: male;None;0;Could see the beak was blue but could not see the feet. Given they are independant there is an equal chance;1;;;
EB5k01yRRCPQ;omitted;feet;probe_amb_beak.png;narrow_right;2;5;30;2: female;no;0;because they don't effect each other;;1;;
EfPiWvgDlATn;omitted;feet;probe_amb_beak.png;narrow_right;1;5;55;1: male;NA;0;"The animal has a blue beak, therefore it has either PIX67 or TOX20 or both. It has at least one of them. The odds of either of them are equal, and independent, so it's a 50-50 shot which one of them is responsible. 

Technically it's a roughly 1/9 chance that it's BOTH of them, but that wasn't on the possible answers.";1;;;
EI0DdvVf1wpC;omitted;feet;probe_amb_beak.png;narrow_right;1;5;36;1: male;NA;0;Equally likely as its improssible to determine under water;1;;;
eM5CEX5rEWrv;omitted;feet;probe_amb_beak.png;narrow_right;1;5;36;2: female;NO;0;the probability of getting  PIX67 and  TOX20 is the same. So the chances is 50 for both  PIX67 and  TOX20;1;;;
fD7I0TnbPo3m;omitted;feet;probe_amb_beak.png;narrow_right;1;5;49;2: female;NA;0;You can clearly see the ducks beak, which would instantly put this duck as a TOX20 mutation, however, the feet are under the water so you cannot see if they are blue or not, so you can't tell if it's a TOX20 or a PIX67;;1;;
fM8WWuHlmQhP;omitted;feet;probe_amb_beak.png;narrow_right;2;5;32;2: female;none;0;I can only see a blue beak, I'm not able to see the ducks feet ;;1;;
hjsYMcDqCikS;omitted;feet;probe_amb_beak.png;narrow_right;1;5;48;1: male;One of the questions was numbered incorrectly it went 124.;0;We do not know if it has blue feet as it is under water. So it could of been either of the mutations.;;1;;
i98wpK40R3mD;omitted;feet;probe_amb_beak.png;narrow_right;1;5;32;1: male;none;0;It's impossible to know if the duck has PIX or TOX because its feet are not visible. Therefore it's a 50/50 chance it's either. ;1;;;
IHzKe0nZmFaz;omitted;feet;probe_amb_beak.png;narrow_right;1;5;44;1: male;NA;0;Can't see the ducks feet;;1;;
iPxA99AdNqcw;omitted;feet;probe_amb_beak.png;narrow_right;2;5;26;1: male;NA;0;Each outcome is just as likely to occur.;1;;;
ivEAwKVCdGIN;omitted;feet;probe_amb_beak.png;narrow_right;1;5;32;2: female;NA;0;because you can't see the feet ;;1;;
J2gcfwKA8AHD;omitted;feet;probe_amb_beak.png;narrow_right;1;5;67;1: male;NA;0;could not see the feet, so could not determine which mutation was correct therefore the chance of it being either is 50/50;1;;;
jYQFq0HmTg2t;omitted;feet;probe_amb_beak.png;narrow_right;2;5;43;1: male;All was good. ;0;It is because all 3 mutations occur equally so there is a equal chance either can happen. ;1;;;
KJg03rVNpbCi;omitted;feet;probe_amb_beak.png;narrow_right;1;5;55;2: female;NA;0;I could see the beak was blue but the feet may have been orange or blue.;;1;;
KJoCw81aUIih;omitted;feet;probe_amb_beak.png;narrow_right;1;5;38;2: female;NA;0;One of the mutations causes a blue beak and one of them causes a blue beak and blue feet and both are equally likely to occur.;1;;;
kNHr4hGHrn3T;omitted;feet;probe_amb_beak.png;narrow_right;1;5;28;1: male;NA;0;we can see that it has a blue beak but we cant see its feet - as it an equal chance for each mutation to occur its possible the feet are blue as well. ;1;;;
L9Poxy4vlMxv;omitted;feet;probe_amb_beak.png;narrow_right;1;5;36;1: male;NA;0;I couldn't see the feet so it was equally likely that they were blue or not blue.;1;;;
LUfeBfwNswUf;omitted;feet;probe_amb_beak.png;narrow_right;1;5;64;2: female;No errors that I saw.;0;Both PIX67 and TOX20 have blue beaks. We can't see the feet so there is 50/50 chance it could be either.;1;;;
Lw86nEoKNT5E;omitted;feet;probe_amb_beak.png;narrow_right;1;5;44;1: male;NA;0;Because there is an equal chance of it having either of those mutations;1;;;
mHgxvRT88cYa;omitted;feet;probe_amb_beak.png;narrow_right;1;5;31;2: female;Perfect and quite interesting, thanks!;0;I can't see the feet, and both mutations give a blue beak. Otherwise, they occur equally in nature. Thus, I believe it's equally likely.;1;;;
mtri3pEfvAUP;omitted;feet;probe_amb_beak.png;narrow_right;1;5;37;1: male;NA;0;I can obviously see the blue beak, meaning that TOX20 mutation has occurred but since i can't see the leg, and the probabilities are all equally likely, hence my rating.;1;;;
nBitEnVfGMdX;omitted;feet;probe_amb_beak.png;narrow_right;1;5;44;1: male;NA;0;Equal chance that it could have blue feet ;1;;;
NCMGWieFCNYS;omitted;feet;probe_amb_beak.png;narrow_right;1;5;62;2: female;NA;0;As you can't see the ducks feet you can only assume it is either the Pix 67 or Tox20 to blame and could be either;1;;;
NeGXHWVjEuAD;omitted;feet;probe_amb_beak.png;narrow_right;1;5;23;2: female;NA;0;Since the mutations that lead to blue beak are equally likely in the population, the determining factor between whether it was the beak-only mutation or the beak-feet mutation, is to observe the colour of the duck's feet.;1;;;
NLwLa83ntIC1;omitted;feet;probe_amb_beak.png;narrow_right;1;5;31;2: female;NA;0;The duck's feet are not visible, therefore there is an equal chance that the duck also has the mutation which causes blue feet.;1;;;
oaCxzMI2xtGA;omitted;feet;probe_amb_beak.png;narrow_right;1;5;30;2: female;NA;0;Both the PIX67 and TOX20 mutation occur at the same rate, without seeing the feet its impossible to know which one it is. theres is he same odds its either one.;1;;;
OtzPN7fxoZ2q;omitted;feet;probe_amb_beak.png;narrow_right;1;5;43;1: male;NA;0;In the absence of data about the duck's feet I can only speculate, which leads me to choose the middle option.;;1;;
PsZHACVBE3qW;omitted;feet;probe_amb_beak.png;narrow_right;1;5;25;2: female;n/a;0;I cannot see the feet, therefore I am unsure which type of duck it is overall. It is a 50% chance likely it is either duck.;1;;;
q32LYbMdTLDT;omitted;feet;probe_amb_beak.png;narrow_right;1;5;39;2: female;NA;0;They occur independently of each other so I'm guessing it's 50:50;1;;;
qostwFaKXwFH;omitted;feet;probe_amb_beak.png;narrow_right;1;5;41;1: male;NA;0;It couldn't be the NAX20 as it doesn't have a yellow beak so it was a 50/50 between PIX67 and TOX20.;1;;;
RJzThJegWVgV;omitted;feet;probe_amb_beak.png;narrow_right;1;5;40;1: male;NA;0;We cannot see the feet, so it is unclear which mutation gave rise to the blue beak colouring.;;1;;
RRj92QonfJyZ;omitted;feet;probe_amb_beak.png;narrow_right;1;5;28;2: female;NA;0;we cannot see the feet hence it is equal chance;1;;;
RwE90ePhqJVY;omitted;feet;probe_amb_beak.png;narrow_right;2;5;28;1: male;NA;0;unable to see the feet of the duck as it is in the water;;1;;
S3TsT7Zm913x;omitted;feet;probe_amb_beak.png;narrow_right;1;5;19;2: female;N/A;0;I saw that the duck had a blue beak, but could not see its feet. So there was a 50/50 chance of it having blue feet or no blue feet.;1;;;
sMJLj07m6C71;omitted;feet;probe_amb_beak.png;narrow_right;1;5;35;2: female;NA;0;I cannot see the feet, therefore it is impossible to make a judgement about whether it is the gene that causes both blue feet and a blue beak or just a blue beak, therefore both are equally likely based on the information I have.;1;;;
sShKMRW0qsjl;omitted;feet;probe_amb_beak.png;narrow_right;1;5;37;2: female;NA;0;Because I could only see the blue beak it is impossible to know if the duck has blue feet and therefore now which mutation it has, but both are equally probable;1;;;
tkzUiQQhrdB1;omitted;feet;probe_amb_beak.png;narrow_right;1;5;66;1: male;NA;0;at least has a blue beak - equally likely from the 2 variants;1;;;
u903bPFtifVC;omitted;feet;probe_amb_beak.png;narrow_right;1;5;71;1: male;NA;0;It was specified that all three mutatioins occured with equal probability. Even although the feet could not be seen, there is an equal chance that this duck had blue feet in addition to the blue beak.;1;;;
uykKepxddzJf;omitted;feet;probe_amb_beak.png;narrow_right;1;5;66;2: female;none;0;since there is an equal probabiltity of both mutations occurring, i gave that answer. ;1;;;
VKHzBrvJbHYu;omitted;feet;probe_amb_beak.png;narrow_right;1;5;65;2: female;None;0;We did not see whether or not the duck had blue feet so there is a chance it may only have a blue beak or blue beak and feet.;;1;;
vkyfYGwPf2eX;omitted;feet;probe_amb_beak.png;narrow_right;1;5;36;2: female;No errors I could see;0;Since we can't see its feet we only know it has a blue beak which means it has to be one of those two choices. Since they are both equally probable to occur in nature, it would have to be an equal chance of being both without having any more evidence.;1;;;
w0kmQei7kOLr;omitted;feet;probe_amb_beak.png;narrow_right;1;5;27;1: male;None;0;Since the mutations vary independently of each other and are distributed equally among the population. There is an equal probability that the mutation is PIX67 and NOX20.;1;;;
W1QKe4201mbT;omitted;feet;probe_amb_beak.png;narrow_right;1;5;62;2: female;NA;0;You could clearly see the blue beak but not the colour of the feet so they could have been either ;;1;;
WfKCCXc7Axsr;omitted;feet;probe_amb_beak.png;narrow_right;1;5;53;1: male;NA;0;Could only see the beak, either mutation leads to a blue beak.;;1;;
WQ7DTjWJOZdS;omitted;feet;probe_amb_beak.png;narrow_right;1;5;29;2: female;NA;0;I couldn't see the duck's feet to find out if they were blue too. That would have made it more likely the duck had the PIX mutation.;;1;;
Xbds8DcSjIZt;omitted;feet;probe_amb_beak.png;narrow_right;2;5;46;1: male;NA;0;It seemed 50/50 as to whether the feet would be blue;1;;;
XjMqe9nCLKRl;omitted;feet;probe_amb_beak.png;narrow_right;1;5;33;1: male;NA;0;The ducks blue beak can be seen but its feet are submerged below the water so we cannot ascertain what colour its feet are, but the probability for the 3 different are equally as likely so i put it in the middle as it doesnt affect the odds of the feert being blue also;1;;;
xkeP7J8nd5Na;omitted;feet;probe_amb_beak.png;narrow_right;2;5;57;2: female;none seen;0;because these two mutations are the only ones that provide a blue beak;;1;;
2ROuUBppiST4;omitted;beak;probe_amb_feet.png;narrow_right;1;5;57;2: female;NA;0;there was a 50 50 chance it was either duck as unable to see the beak;1;;;
2SOt4TkXbUAR;omitted;beak;probe_amb_feet.png;narrow_right;1;5;41;1: male;Nope All good, simple layout, very easy to follow, not overburdened with data;0;since onlt the feet were shown and  the options were between PIX and NOX it was just as likely to be one or the other so i matked it at 50%;1;;;
3ObyQAVxh996;omitted;beak;probe_amb_feet.png;narrow_right;1;5;25;1: male;NA;0;The beak wasn't shown in the picture so it could have been blue footed only, or had a both blue feet and a blue beak.;;1;;
40AxAZRJEJ5I;omitted;beak;probe_amb_feet.png;narrow_right;1;5;60;2: female;No comments.;0;I can't really explain, but I think that while the mutations occur independently of each other, the chance of blue beak or blue feet occur in two thirds of the mutations. ;;1;;
71t1d87VYEXB;omitted;beak;probe_amb_feet.png;narrow_right;2;5;28;2: female;NA;0;my opinion and  i reaad ;;1;;
84aGREcKQAGr;omitted;beak;probe_amb_feet.png;narrow_right;2;5;58;2: female;NA;0;We do not know if the duck has a blue beak so the chances are equally likely;1;;;
8doXJVUdXoYR;omitted;beak;probe_amb_feet.png;narrow_right;1;5;27;2: female;NA;0;i cannot see the duck's beak so i cannot know if it's blue, so both mmutations are equally likely;1;;;
9LDY3vZnUJ0S;omitted;beak;probe_amb_feet.png;narrow_right;1;5;34;2: female;None;0;The gene mutation is equally likely to occur (PIX67 and NAX20). I can't confirm which of the mutations occur as I only got a view of the feet;1;;;
9RWkbekKKRft;omitted;beak;probe_amb_feet.png;narrow_right;1;5;29;2: female;NA;0;"You cannot see the beak of the duck therefore it could be blue or yellow, the blue feet are shown.
";;1;;
aRiN1gczJ7sx;omitted;beak;probe_amb_feet.png;narrow_right;1;5;44;2: female;I came across no errors that I can recall.;0;I gave the rating indicated due to not being able to see the beak. According to the information provided, PIX and NAX are both equal probabilities. Without proof of the beak's color, it is equally likely to be either PIX or NAX.;1;;;
biCIhkd2tTDV;omitted;beak;probe_amb_feet.png;narrow_right;1;5;67;2: female;na;0;you only see the feet so how can you tell the beak?;;1;;
cAp19mnbudt8;omitted;beak;probe_amb_feet.png;narrow_right;1;5;37;1: male;NA;0;Only the feet are visible so it is equally likely to be pix or nax;1;;;
d1KT1F5eMXgo;omitted;beak;probe_amb_feet.png;narrow_right;1;5;32;2: female;None;0;I gave the rating because the information provided suggests that having one characteristic does not mean that the subject is predetermined to have both. Any outcome has 1/3 probability.  ;1;;;
D2HNut1mULkV;omitted;beak;probe_amb_feet.png;narrow_right;3;5;50;1: male;NA;0;The laboratory analysis of these samples revealed that all three mutations occur equally often in the population. That means each duck has the same chance of having the PIX67 mutation (causing both blue beak and blue feet), the TOX20 mutation (causing only a blue beak), or the NAX20 mutation (causing only blue feet). Also, the mutations occur independently of each other, which means that having one of the mutations has no influence on the probability of having another mutation.;1;;;
dnwEGHkG8zT5;omitted;beak;probe_amb_feet.png;narrow_right;2;5;25;1: male;NA;0;can only see the feet. no beak;;1;;
EgW9svqOxiGq;omitted;beak;probe_amb_feet.png;narrow_right;3;5;27;1: male;NA;0;i did not see the full picture;;1;;
eHJVOhlHzCPa;omitted;beak;probe_amb_feet.png;narrow_right;1;5;51;1: male;None;0;I could only see the feet so either outcome is likely;1;;;
eSHlnF76rMuw;omitted;beak;probe_amb_feet.png;narrow_right;2;5;32;2: female;NA;0;I could only see the feet, so both are equally likely.;1;;;
FahvYJuNIyuO;omitted;beak;probe_amb_feet.png;narrow_right;1;5;63;2: female;no;0;we could not see if it had a blue beak as well;;1;;
FIefbKM2hyOc;omitted;beak;probe_amb_feet.png;narrow_right;1;5;55;2: female;NA;0;I could only see the feet of the duck which was blue. Since PIX67 is blue feet and blue beak and NAX 20 is blue feet I felt the probability of either mutation was 50;1;;;
fKPW4BGRfqVO;omitted;beak;probe_amb_feet.png;narrow_right;1;5;61;2: female;na;0;I can only see the feet, so there's a 50/50 chance of the duck having a blue bill, one isn't dependant on the other;1;;;
gC91a5jLQJPR;omitted;beak;probe_amb_feet.png;narrow_right;1;5;27;2: female;NA;0;We cannot see the ducks beak, we can only see that it has blue feet, therefore it is equally likely that it could have a blue beak or a yellow beak. ;1;;;
gmVkyhvZokR5;omitted;beak;probe_amb_feet.png;narrow_right;1;5;58;1: male;NA;0;We only know that the feet are blue so the duck must have at least one of the two mutations affecting feet.  Since they all occur equally it is equally likely that the duck has one of the two (or both).;1;;;
GviZETnUgQxe;omitted;beak;probe_amb_feet.png;narrow_right;1;5;46;2: female;NA;0;Because all of the mutations are equally likely so either mutation which results in blue feet is equally possible.;1;;;
hlT7bCKpF2z7;omitted;beak;probe_amb_feet.png;narrow_right;1;5;47;2: female;NA;0;As you can't see the beak there is an equal chance that it could be either colour;1;;;
ikJgqPohYHbq;omitted;beak;probe_amb_feet.png;narrow_right;1;5;58;2: female;NA;0;This duck has blue feet which means it must be either the PIX67 or the NAX20 variant. As you cannot see the beak it is not clear which of the two it is. Both occur equally throughout the population so it is one or the other with no higher probability of either one ;1;;;
iUsbaj8gBLBq;omitted;beak;probe_amb_feet.png;narrow_right;1;5;36;2: female;no;0;I think that there is the same likelihood of just having blue feet or having blue feet and blue beak.;1;;;
J6c8BBolEHiX;omitted;beak;probe_amb_feet.png;narrow_right;1;5;21;1: male;No errors;0;We only see blue feet and as such cannot use beak colour as a determining factor, therefore there is an equal chance of NAX20 and PIX67 being the cause;1;;;
jtHoS0liJ8fC;omitted;beak;probe_amb_feet.png;narrow_right;1;5;64;2: female;No issues, but why is this font so small? Hard to read what I am typing.;0;The two mutationa that give rise to blue feet are equally probable, so I gave it 50/50 chance of either gene;1;;;
kDyTlcJugBHn;omitted;beak;probe_amb_feet.png;narrow_right;1;5;34;1: male;No errors.;0;Because I couldn’t see the ducks beak. It had blue feet but it could have easily had a blue beak too as these are independent of each other. ;;1;;
KxSFmCow07Kd;omitted;beak;probe_amb_feet.png;narrow_right;1;5;56;1: male;NA;0;as cannot see beak and that the mutation is equally likely to occur throughout population, cannot give definitive answer and therefore from just the picture both mutations have an equal chance of having caused the outcome.;1;;;
lhH1IqBxykvD;omitted;beak;probe_amb_feet.png;narrow_right;1;5;32;1: male;None;0;It suggested the mutations occur equally likely.;1;;;
LJ8JyDW7NcGB;omitted;beak;probe_amb_feet.png;narrow_right;1;5;32;1: male;NA;0;I couldn't see the beak, so it could have been either of the mutationsvthat causes blue feet equally;;1;;
LPhXzEN0Vor0;omitted;beak;probe_amb_feet.png;narrow_right;1;5;30;1: male;NA;0;We could see blue feet, confirming a mutation of blue feet, however all of the mutations are independant and are as likely as each other and we could not see the beak, so i left the probability in the middle.;1;;;
LvFUsMYJCQ87;omitted;beak;probe_amb_feet.png;narrow_right;1;5;39;1: male;NA;0;It is equally likely because we only saw the feet, not the beak. Given the distribution of the mutations is uniform it could be either with equal probability.;1;;;
M6Q0CDFRujGA;omitted;beak;probe_amb_feet.png;narrow_right;1;5;26;2: female;N/A;0;I said a chance of both equally because you can clearly see the duck has blue feet but cannot see the beak.;1;;;
NCyAei8ZRY4A;omitted;beak;probe_amb_feet.png;narrow_right;1;5;52;1: male;NA;0;As I couldn't see the duck's beak I couldn't assess the exact mutation but it could be equally one or the other.;1;;;
nOknhTEOgfjI;omitted;beak;probe_amb_feet.png;narrow_right;1;5;51;1: male;NA;0;Duck has blue feet. Could one of two mutations... it could have a blue beak which we cannot see. therefore could be equally likely to have either of the two mutations causing blue feet.;1;;;
OS4IZREXUabR;omitted;beak;probe_amb_feet.png;narrow_right;1;5;48;2: female;No errors occurred;0;Both the PIX67 and NAX20 cause blue feet. We can exclude TOX20 as this does not alter the feet colour. As you cannot see the beak, you cannot tell which one it is therefore either is likely.;1;;;
otH7RN87JZ5X;omitted;beak;probe_amb_feet.png;narrow_right;1;5;26;1: male;NA;0;since the duck has blue feet there is a 50% change the duck also has the blue feet and blue beak gene;1;;;
Peby0Zd0UUKP;omitted;beak;probe_amb_feet.png;narrow_right;1;5;45;2: female;NA;0;Only the ducks blue feet were visible so there was no way of telling what colour it's beak was so therefore there was an equal chance that it may or may not have had a blue beak.;1;;;
PK0yMMsfqZlH;omitted;beak;probe_amb_feet.png;narrow_right;1;5;34;2: female;Study worked perfectly, thank you. ;0;You can't determine what colour beak the duck has since it is underwater, but based on the mutations being equal - it is safe to assume that there is an equal chance that the duck has blue feet or blue feet and a blue beak. ;1;;;
pNaozN8b8cEq;omitted;beak;probe_amb_feet.png;narrow_right;1;5;50;1: male;NA;0;I could see the blue feet. I  could not see the colour of the beak.;;1;;
qA48m053KHTo;omitted;beak;probe_amb_feet.png;narrow_right;1;5;64;1: male;NA;0;"You can only see the blue feet so the mutation could be either PIX67 or NAX20; both o which cause blue feet.";;1;;
TlGiNeggVerj;omitted;beak;probe_amb_feet.png;narrow_right;1;5;41;2: female;None;0;Because we could only see the feet and not the beak, there was an equal chance of the beak being yellow or blue as both conditions are equally likely;1;;;
tXicL3ee3DLb;omitted;beak;probe_amb_feet.png;narrow_right;1;5;44;2: female;NA;0;I couldnt see the beak so I guess It could be either;;1;;
u49XOMNDa1pA;omitted;beak;probe_amb_feet.png;narrow_right;1;5;28;2: female;NA;0;Both are equally likely to be the cause since they have an equal chance of occurring. We can't see the beak to check if it's blue, so there's no way to know if it's one or the other.;1;;;
UB2hlnIZXNxh;omitted;beak;probe_amb_feet.png;narrow_right;1;5;57;1: male;NA;0;Unknown whether the duck has a blue beak, therefore could be either gene present with the same probability.;1;;;
UHNeeRr6hOpJ;omitted;beak;probe_amb_feet.png;narrow_right;1;5;45;1: male;NA;0;As both mutations end with blue feet, and both are as likely to occur it is 50 50 whether the duck has a blue beak. So i chose 50 percent.;1;;;
umVJMwnNsMoy;omitted;beak;probe_amb_feet.png;narrow_right;1;5;53;2: female;NA;0;i couild not see the beak but as all the mutations had an equal chance then its probable that the duck has a blue beak as well as blue feet ;1;;;
UYzgRHDbcrm9;omitted;beak;probe_amb_feet.png;narrow_right;1;5;57;2: female;none;0;because all three are independent from one another there is an equal chance of having a beak as well;1;;;
UZByRgcnyK5l;omitted;beak;probe_amb_feet.png;narrow_right;1;5;45;1: male;Thank you.;0;"I think they are both equally likely because:

We can only see blue feet. This could be caused by one of two mutations.

Both of these two mutations are equally likely.";1;;;
vJNpwuBiTzGu;omitted;beak;probe_amb_feet.png;narrow_right;1;5;47;2: female;none;0;All mutations have the same likelihood of occurrring and since you cannot see the beak you cannot establish which mutation is present;1;;;
VjzWOn7t7qG2;omitted;beak;probe_amb_feet.png;narrow_right;1;5;24;2: female;no;0;Because we can only see blue feet and not the beak. So there is an equal chance it will be blue or will be normal;1;;;
WUXTV0XAPEmS;omitted;beak;probe_amb_feet.png;narrow_right;2;5;27;1: male;/;0;all events have an equal chance of happening. so although we know the duck has blue feet, we do not know for sure if beak will be same colour. ;1;;;
XXPjexwHfzkf;omitted;beak;probe_amb_feet.png;narrow_right;1;5;26;1: male;NA;0;i cant see its head and because all 3 mutations appear equally and independant of each other it really is a 50/50 weather its NAX or PIX;1;;;
ypx20438SM0j;omitted;beak;probe_amb_feet.png;narrow_right;1;5;53;1: male;None;0;Can only see the feet so we don't know beak colour so PIX67 would lead to both, NAX20 to blue feet;;1;;
yXZ7JyM9p6RL;omitted;beak;probe_amb_feet.png;narrow_right;1;5;43;1: male;n\a;0;Only the blue feet are visible and both mutations always cause blue feet;;1;;
yYtUqabet2qJ;omitted;beak;probe_amb_feet.png;narrow_right;1;5;48;2: female;There were no errors that i noticed;0;Because you could only see the ducks feet,it could also have had a blue beak.;;1;;
ZHpvyk0f9IH0;omitted;beak;probe_amb_feet.png;narrow_right;2;5;59;2: female;NA;0;As you couldnt see the ducks beak in the picture, it could have been blue or yellow.;;1;;
zlhHt8ElybEx;omitted;beak;probe_amb_feet.png;narrow_right;1;5;32;1: male;NA;0;it has blue feet, but I can't tell about the beak, so there's a 50/50 chance of either.;1;;;
ujU9RunSrtlQ;omitted;feet;probe_amb_beak.png;narrow_left;1;6;34;1: male;N/A;1;There is high change that it is going to possess that mutation characteristics;;1;;
82iobIPOrhI7;omitted;beak;probe_amb_feet.png;narrow_left;2;6;29;2: female;N/A;1;The mutations occur independently of each other, which means that having one of the mutations has no influence on the probability of having another mutation.;;1;;
Kh0gY6XKmZq3;omitted;beak;probe_amb_feet.png;narrow_right;1;4;47;1: male;It would be nice to see what choice I'd made when I was describing my reasons for my first choice. At the risk there isn't a comment box on the next screen, what a brilliant study! I'd love to be able to spend a lot more time thinking about it. Probably an easy one for the statisticians;1;We know it is definitely one or the other, there is also a 5% chance that it's just a duck with a blue beak, I'm slightly more confident that the odds are it doesn't have blue feet;;1;;
fdE85eInNRD7;omitted;feet;probe_amb_beak.png;narrow_left;2;7;19;1: male;NA;2;i gave the rating because it is the appopriopraite one;;1;;
jOD15M2SCVmr;omitted;feet;probe_amb_beak.png;narrow_left;2;7;20;1: male;no;2;blue beak either pix or nax;;1;;
cHh9PrKi1wvu;omitted;beak;probe_amb_feet.png;narrow_left;1;7;59;2: female;no errors seen;2;I could only see the feet therefore made the choice as the beak could not be seen as it is unknown and not evident.;;1;;
