"subj_code","condition","desktop_conf","attent_conf","prevalence","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"V39vvsAlvoRf",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"Both mutations cause blue feet which the duck in picture had.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has a PIX67 mutation (blue beak and blue feet).",46,"2: female","None",0
"vjzv9fhZoNg5",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"In the picture, you can only see the feet. I think there's a chance, between 30 and 50% that the duck will also have a blue beak. Now, that I've thought about it a little more, I think I overestimated the chance of the duck also have a blue beak in the previous question.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",66,"2: female","N/A.",0
"w9zY9tg09Jir",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"since we could only see the feet we know it's either got the blue feet mutation or the blue feet and beak mutation. the information before said that all the mutations were independent of each other and had about equal probability. this led me to say that it was an equal chance between the two mutations as we can't be certain that it is definitely either one/one isn't really more likely unless we were able to see its beak too.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",18,"2: female",NA,0
"wgPr4OIdmh16",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"We cannot see the beak so can't say it is due to the PIX mutation, both PIX and NAX occur at same rate in population so cannot say either is more likely ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"2: female","(i think) in one question forced to rate certain combination of mutations as more likely for a duck with blue beak and feet, when it could equally have had any combination of PIX, PIX + TOX, PIX + NAX, or NAX + TOX mutations. ",0
"xaP04EhvSNC2",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"both categories have blue feet but cannot see colour of beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",60,"2: female","none",0
"Xm9FpSV03E34",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,8,"I only got to see the blue feet because the head was underwater so I'm going to put the probability more towards NAX20 since that is the mutation that gives blue feet, and I cannot see the head.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"2: female",NA,-3
"xN6lCWormz2o",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"i take back my answer, i was going to say it was 50/50 without seeing the beak. but with there only being a 5% chance of the mutation the chance would be much lower","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",33,"1: male",NA,0
"XspYeTCAUu4E",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",1,5,"It definitely has blue feet, but equally could have a blue beak also.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"1: male",NA,0
"yjldkvVFTqKz",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",3,0,"graphic summary of mutation ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male","none",5
"yrB13N4FsKZs",4,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_right",2,5,"The mutations are independent, so I don't know.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",25,"1: male",NA,0
"0zjT6IcgBfYA",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I could only see the beak of the duck so it was impossible to tell which gene was in play","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",50,"2: female",NA,0
"17gt8ZR8TY0g",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"PIX67 can lead to blue beak & so can TOC20. Both have equal chance of being the case ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female","none",0
"259xE67LN7xH",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I could only see the blue beak however the duck may have a 50% chance ofblue feet as well","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",69,"2: female","No errors of which I am aware",0
"37imcrohXyog",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"The duck has a blue beak which means it could have either genetic mutation, and because they are equally as likely to occur, there is equal probability that the duck could have either mutation","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",22,"2: female",NA,0
"4Aj8OjLJfa2M",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Both PIX67 and TOX20 cause the duck to have blue beaks.  The color of the feet is unknown, making each mutation equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",69,"2: female",NA,0
"4c4BWfwTlRmD",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"You said it was equally likely that all mutations occurred independently, so the only logical answer is that its both as much likely either will happen. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",25,"1: male","No errors.",0
"4QRHaKXqIOpW",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"As we can't see the feet it is impossible to determine which exact mutation it is, only that there is a definite mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",45,"2: female",NA,0
"4s7ISiJMEZra",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I can only see the beak so both mutations are equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",34,"1: male","I think it may be more likely the first duck was actually a TOX20 intuitively but I am not sure why this would be the case if it is. This occurred to me after answering.",0
"4UEsG9V2Vl3P",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"because the leg of the duck is not showing, so it be PIX67 or TOX20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",66,"1: male","NO THERE WAS NO ERROR",0
"6M8GcGb59Ct6",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"cannot tell if it has blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",47,"1: male",NA,0
"73ppci2yj1de",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"all outcomes are equal and it had a blue beak so between the two it would still be equal","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",46,"2: female",NA,0
"8wGbbFCGPMD4",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"definitely has a blue beak but could have any colour feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"2: female",NA,0
"94F67yfY2AeV",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"It shows one aspect of two different mutations and therefore it is an equal chance it could be either of them.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"1: male",NA,0
"9p3FuA8E3adN",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I can't see the duck's feet so either mutation is as likely to have caused it's blue beek. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"2: female","everything seemed fine to me.",0
"AtJ2oTPJwkGv",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I can't see the duck's feet. Both mutations cause a blue beak and are equally likely. In the absence of another photo, they have equal probability to be correct in this case.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",46,"1: male","N/A, was just ducky ;)",0
"AWlI4ljNok8w",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"I cant see his feet but he has a blue beak.","This duck has a PIX67 mutation (blue beak and blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"2: female","na",0
"dgFI6oarRAT5",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"We can't see the feet so don't know which mutation it is down to.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",42,"2: female",NA,0
"dx6wbnAnHZh8",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Could see the beak was blue but could not see the feet. Given they are independant there is an equal chance","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",22,"1: male","None",0
"EB5k01yRRCPQ",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"because they don't effect each other","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"2: female","no",0
"EfPiWvgDlATn",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"The animal has a blue beak, therefore it has either PIX67 or TOX20 or both. It has at least one of them. The odds of either of them are equal, and independent, so it's a 50-50 shot which one of them is responsible. 

Technically it's a roughly 1/9 chance that it's BOTH of them, but that wasn't on the possible answers.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",55,"1: male",NA,0
"EI0DdvVf1wpC",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Equally likely as its improssible to determine under water","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",36,"1: male",NA,0
"eM5CEX5rEWrv",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"the probability of getting  PIX67 and  TOX20 is the same. So the chances is 50 for both  PIX67 and  TOX20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",36,"2: female","NO",0
"fD7I0TnbPo3m",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"You can clearly see the ducks beak, which would instantly put this duck as a TOX20 mutation, however, the feet are under the water so you cannot see if they are blue or not, so you can't tell if it's a TOX20 or a PIX67","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",49,"2: female",NA,0
"fM8WWuHlmQhP",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"I can only see a blue beak, I'm not able to see the ducks feet ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female","none",0
"hjsYMcDqCikS",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"We do not know if it has blue feet as it is under water. So it could of been either of the mutations.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",48,"1: male","One of the questions was numbered incorrectly it went 124.",0
"i98wpK40R3mD",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"It's impossible to know if the duck has PIX or TOX because its feet are not visible. Therefore it's a 50/50 chance it's either. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak).",32,"1: male","none",0
"IHzKe0nZmFaz",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Can't see the ducks feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"1: male",NA,0
"iPxA99AdNqcw",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"Each outcome is just as likely to occur.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",26,"1: male",NA,0
"ivEAwKVCdGIN",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"because you can't see the feet ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female",NA,0
"J2gcfwKA8AHD",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"could not see the feet, so could not determine which mutation was correct therefore the chance of it being either is 50/50","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",67,"1: male",NA,0
"jO1A9heVrgIs",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",3,10,"i use my mind","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",30,"1: male",NA,-5
"jU5qBvuiyjOq",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,3,"e yllow beak as the beak was bluiewell it can't be the one with th ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",41,"2: female","no",2
"jYQFq0HmTg2t",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"It is because all 3 mutations occur equally so there is a equal chance either can happen. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",43,"1: male","All was good. ",0
"KJg03rVNpbCi",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I could see the beak was blue but the feet may have been orange or blue.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",55,"2: female",NA,0
"KJoCw81aUIih",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"One of the mutations causes a blue beak and one of them causes a blue beak and blue feet and both are equally likely to occur.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",38,"2: female",NA,0
"kNHr4hGHrn3T",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"we can see that it has a blue beak but we cant see its feet - as it an equal chance for each mutation to occur its possible the feet are blue as well. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male",NA,0
"L9Poxy4vlMxv",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I couldn't see the feet so it was equally likely that they were blue or not blue.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",36,"1: male",NA,0
"LUfeBfwNswUf",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Both PIX67 and TOX20 have blue beaks. We can't see the feet so there is 50/50 chance it could be either.","This duck has a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",64,"2: female","No errors that I saw.",0
"Lw86nEoKNT5E",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Because there is an equal chance of it having either of those mutations","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"1: male",NA,0
"mHgxvRT88cYa",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I can't see the feet, and both mutations give a blue beak. Otherwise, they occur equally in nature. Thus, I believe it's equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female","Perfect and quite interesting, thanks!",0
"mtri3pEfvAUP",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I can obviously see the blue beak, meaning that TOX20 mutation has occurred but since i can't see the leg, and the probabilities are all equally likely, hence my rating.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",37,"1: male",NA,0
"nBitEnVfGMdX",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Equal chance that it could have blue feet ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"1: male",NA,0
"NCMGWieFCNYS",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"As you can't see the ducks feet you can only assume it is either the Pix 67 or Tox20 to blame and could be either","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",62,"2: female",NA,0
"NeGXHWVjEuAD",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Since the mutations that lead to blue beak are equally likely in the population, the determining factor between whether it was the beak-only mutation or the beak-feet mutation, is to observe the colour of the duck's feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"2: female",NA,0
"NLwLa83ntIC1",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"The duck's feet are not visible, therefore there is an equal chance that the duck also has the mutation which causes blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female",NA,0
"oaCxzMI2xtGA",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Both the PIX67 and TOX20 mutation occur at the same rate, without seeing the feet its impossible to know which one it is. theres is he same odds its either one.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"2: female",NA,0
"OtzPN7fxoZ2q",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"In the absence of data about the duck's feet I can only speculate, which leads me to choose the middle option.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",43,"1: male",NA,0
"OyJnIoT6rani",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,8,"because i only saw the beak of the duck i chose TOX but again it could be pix67 if the feet are blue","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",24,"2: female",NA,-3
"PsZHACVBE3qW",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I cannot see the feet, therefore I am unsure which type of duck it is overall. It is a 50% chance likely it is either duck.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",25,"2: female","n/a",0
"q32LYbMdTLDT",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"They occur independently of each other so I'm guessing it's 50:50","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",39,"2: female",NA,0
"qostwFaKXwFH",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"It couldn't be the NAX20 as it doesn't have a yellow beak so it was a 50/50 between PIX67 and TOX20.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"1: male",NA,0
"QxRM4wFuKg4v",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,3,"The blue beak can be attributed to one of two mutations. If each mutation is equally likely, then there will be a duck with blue beak may also have blue feet (we didn't see in the picture) and this could be due to either gene.  ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",67,"1: male",NA,2
"RJzThJegWVgV",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"We cannot see the feet, so it is unclear which mutation gave rise to the blue beak colouring.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",40,"1: male",NA,0
"RRj92QonfJyZ",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"we cannot see the feet hence it is equal chance","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"2: female",NA,0
"RwE90ePhqJVY",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",2,5,"unable to see the feet of the duck as it is in the water","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male",NA,0
"S3TsT7Zm913x",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I saw that the duck had a blue beak, but could not see its feet. So there was a 50/50 chance of it having blue feet or no blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",19,"2: female","N/A",0
"sMJLj07m6C71",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"I cannot see the feet, therefore it is impossible to make a judgement about whether it is the gene that causes both blue feet and a blue beak or just a blue beak, therefore both are equally likely based on the information I have.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"2: female",NA,0
"sShKMRW0qsjl",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"Because I could only see the blue beak it is impossible to know if the duck has blue feet and therefore now which mutation it has, but both are equally probable","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",37,"2: female",NA,0
"tkzUiQQhrdB1",6,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_right",1,5,"at least has a blue beak - equally likely from the 2 variants","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",66,"1: male",NA,0
