"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"9x2nrmmhcelj",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"The probability of having either of the mutation is 50/50 hence my rating. ",28,"1: male","None",0
"qbiFkyV3XHBF",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,0,"Since Patient #53 has already been found to have abnormal Gludon blood levels, and Mut-Taw4 is known to cause abnormal Gludon levels, it aligns with the patient's condition. Mut-Taw4 is also the mutation that causes both abnormal Gludon and abnormal Lian levels",42,"2: female",NA,5
"TK3F3C9cilXR",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Until we know if the person has lian levels, there is 50/50 chance he has either.",64,"2: female","No errors.",0
"WmvPpACbL65g",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"We only know the patient has raised Gludon. We don't yet know if the person has raised Lian levels. Both mutations cause raised Gludon so either could be present here.  ",65,"1: male","Everything was ok",0
"WFSyrjUnezAI",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,10,"We know that the Mut-Taw4 gene causes abnormal Gludon blood levels hence my answer",62,"1: male","none",-5
"CY6A4jt03nJM",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,6,"It is more likely that they do not have the Lian mutation, but still possible. ",38,"2: female","N/A",-1
"0tXwwid4sTiZ",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"The data provided stated that if someone had elevated lion levels then they most likely had elevated gludon",65,"2: female",NA,0
"sFlH2ypPsQGp",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,6,"I think it would be better if the person has Mut-Bic2 because it always causes abnormal Gludon blood levels so it would be less to be worried about if it was Mut-Bic2. 

",28,"1: male","worked well",-1
"FaFGjq8mznDB",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"They are both equally likely to occur in the general population and I therefore said that either would be a suitable outcome.",39,"1: male","none",0
"zxdFMJf2z1cf",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"They are both terrible genetic mutations that decrease life expectancy, so I would feel the same either way. ",34,"2: female","No issues! Thank you! =0)",0
"oOX05b2HZ1xl",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"The person had abnormal gludon, and both mutations cause that. Both mutations are also equally likely to occur in a person. So its equally likely to be one or the other, they are both satisfying explanations for having abnormal gludon.",38,"2: female","No errors. I guess the mutations could have been given simpler and more distinct names to make them easier to remember, but it is pretty realistic to reading about science stuff that they have weird names.",0
"xYLF9qr26PM7",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Without testing whether their Lian levels are affected or not, it's inconclusive to declare one particular mutation is likely occurring over another.",32,"1: male",NA,0
"HllPzCJ5dUuW",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"They're both equally likely to occur",43,"1: male",NA,0
"X2amm2Me8gmZ",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both conditions can cause the Gludon increase so they could have either condition. both are equally likely in the population",43,"2: female",NA,0
"FCH6khvAIDjb",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,2,"Based on the information provided, the most satisfying explanation for the physiological condition of Patient #53 would be the Mut-Taw4 mutation. This mutation causes both abnormal Gludon and abnormal Lian blood levels, which aligns with the patient's already confirmed abnormal Gludon blood levels. By having the Mut-Taw4 mutation, it would explain the presence of both abnormalities in the patient's blood levels, whereas the Mut-Bic2 mutation only causes abnormal Gludon levels",48,"1: male","N/A",3
"IHqpROaOn6LU",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Having both these forms would make it easier for the practitioner to work on.",58,"2: female",NA,0
"BWjamo8mtEES",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,9,"As only 5% of participants have both it is most likely that this participant only has the one",62,"1: male",NA,-4
"zESVnEXdAKuL",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,10,"He already has problem with glodon blood level, the other one may causes problem of his lien blood level.",35,"1: male",NA,-5
"V9nT9K0nfeAn",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both mutations cause abnormal Gludon level, and both mutation are equally likely to occur. ",53,"1: male",NA,0
"ZkNZoASfx9qe",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"the two mutations are equally likely to occur, without knowing if Lian is present the subject has a 50% chance to have one mutation and 50% chance to have the other. ",31,"1: male","n/a",0
"KfW02PDxBFoZ",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"I chose the rating because based on the information provided about both genes, of the possibility of the person/patient having both gene mutations at the same time is equally likely.",52,"2: female","n/a",0
"wyITRj8xLaZE",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"I just rate according to information I learned about  Mut-Taw4 and Mut-Bic2.",58,"1: male","Everything was fine.",0
"o2EuwANriTik",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,0,"Mut-Taw4 is the mutation that causes both abnormal Gludon and abnormal Lian levels. Although we don't know yet whether Patient #53 has abnormal Lian blood levels, the presence of abnormal Gludon levels suggests that Mut-Taw4 is the most likely explanation for the patient's physiological condition.

",44,"2: female",NA,5
"q6VMsJCsfrAz",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"It cannot be confirmed which mutation patient 53 has until the results of the Lian Blood levels are available.",40,"2: female","None noted while taking the survey.",0
"C2Z59lNPN0I9",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"Both mutations are equally likely",58,"1: male",NA,0
"7kkEgzx2qxja",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"The common characteristics is displayed and further test is need to understand if abnormal lion is also presented. ",48,"1: male","No errors ",0
"PLk9uczaofuU",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Umm",50,"2: female",NA,0
"hD2yXs7tR9tC",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Because both are abnormal gludon anyway",52,"2: female",NA,0
"7kQSzC3Lrszt",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,10,"Both abnormal Gludon and Lian blood levels can reduce one's lifespan so it's more beneficial to have GluMic2, which only affects Gludon levels than GluTaw4 which affects both Gludon and Lian levels.",22,"2: female",NA,-5
"5BL1jHT6X0wo",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"As they are both equally prevalent in the population it may be an equal chance",28,"2: female",NA,0
"woORLPzV1wuj",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,3,"i chose the rating because there is a possibility that the patient will also have Mut-Taw4",34,"1: male","none",2
"7IkFZXStdZgL",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,10,"Because surely its worse to have both than just one?",54,"2: female",NA,-5
"Y6RWbgQDZLVw",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,9,"because the one only has different levels for one and not levels for both",44,"2: female","none",-4
"tJ3I3fdkj6wH",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both mutations result in Gludon changes so can't rule either out",28,"2: female",NA,0
"c2BhlP2wD3g8",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"Until the test is fully done it will always be a toss of a coin.",32,"1: male",NA,0
"olL5FGECck4b",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both equally likely as they can occur in both conditions",43,"2: female",NA,0
"4ojFrCa19wNt",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Well we don't know because will Lian maybe in Mu Tat without testing we don't know which one the person has ",35,"1: male",NA,0
"bZp7P0UpA5sj",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"The probability of him having Mut-Bic2 (with Gludon being present) and Mut-Taw4 (also Gluden, as well as Lian) is the same.",52,"1: male",NA,0
"xxoysMIBhSbW",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Either mutation is tied to reduced life expectancy.  Given that information, it is impossible to say one is better than the other.",59,"2: female","none",0
"6S6YJnB4jXy9",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,7,"Mut-Bic 2causes abnormal Gludon blood levels ",30,"2: female",NA,-2
"9653Pc2v86AX",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Not enough information to say further",64,"2: female","none",0
"v0cOHcfUXVHV",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"If the test was abnormal levels but neither mut-taw4 or mut-bic2 had been tested separately then either of those could be the cause",52,"1: male","none",0
"ICLnMdUfaw7u",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Equally likely as we don't know the Lian blood levels yet",26,"2: female","no errors",0
"Hdwup9kVE6kE",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"If both of these mutations are equally prevalent and cause the noted gene then there is equal chance it could be either",28,"1: male",NA,0
"icAYk4600rGR",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"We have only measured the level of the Gludon which is affected by both mutations so cannot know which the person has yet.  Both occur equally in the population so it could be either.",51,"2: female","none",0
"ZluTsLOt39QK",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both the TAW4 and BIC2 cause abnormal Gludon levels so until we test the Lian levels, it could be either one.",36,"2: female",NA,0
"d6fBMAMaWMmt",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,8,"Since that gene alters only that blood charachteristic it seemed safer to go with",32,"2: female",NA,-3
"Ooea5KHyvEbK",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Because we dont know the full information of this patient in my mind it is impossible to tell which mutation it is. ",47,"1: male","No errors",0
"ZoHgKXwUWF3n",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both equally possible",32,"2: female",NA,0
"nZgtArVSRKkx",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"There is an equal change that he could have either Mut-taw4 or Mut-bic2 as there is an equal chance of someone having these. As they have not yet found out if the patient has high levels of lian in his blood sp there is no way to say which issue he has with his blood. This is why I have put them in the middle as we already know he has high gludon levels. ",33,"2: female",NA,0
"4MXF0iWVkrn8",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"If both mutations are equally likely to be found occurring in the sample of a population, it seems likely there is a 50/50 chance for any individual to have the mutation.",52,"2: female",NA,0
"CAnx7MZftJ6S",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,4,"it is equally likely that the person will have either mutation. however it would be more satisfying if they only had mut-bic as this would mean they have regular lima levels.",21,"2: female","none",1
"Sbsanpky0Zxt",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Gludon is affected by both mutations",47,"1: male",NA,0
"f8tEWv5PXsVx",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",3,7,"We definitely know there is one mutation so that covers one type.
The unknown mutation is what drives the outcome so much. ",35,"1: male",NA,-2
"tMX70mlxwb2S",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"The number of people that have either or are about the same.",54,"2: female","no",0
"NKW15TatTp51",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"the patient already has one sympton which is found in both strains, but there is no way to know if he has the other strain found in only one of them so its equally likely for both.",35,"1: male",NA,0
"AqPD5wd6Ud9d",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"i was not sure exactly what was meant by satisfying by i rated middle as they were both equally plausable",20,"2: female",NA,0
"CANIhNfB1YQP",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",3,5,"Because both cause abnormal gludon levels which the person has",41,"2: female",NA,0
"lu1WqMOuIrWQ",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both of them cause the same symptom that has already been found and both have the same incidence in the community.",47,"2: female","Far too ridiculously complicated for someone to remember the details, I had to take a screen shot to get your verification questions correct",0
"vPuiOX9IGpc6",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"All you currently know is that they have abnormal gludon levels, and both the TAW4  and BIC2 mutations are equally likely to occur, therefore without knowing the Lian levels, it's impossible to say which, assuming it's not both, has occured- and again they're equally likely to occur.",22,"1: male",NA,0
"YxaXVxPO9Y5H",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both are equally occurring in the population, and both affect Gludon levels, therefore either could be present with equal probability in this patient.",52,"1: male",NA,0
"B0Et5ke7jXe3",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Each mutation occurs with same frequency in the population. ",63,"2: female",NA,0
"N7BKyr3ZQ8ia",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,0,"Mut-Taw4 consists of two unit changers and Bic-2 has only one level to change",48,"1: male","Nil",5
"tss3QuvfV0Wg",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,6,"it was hard but I used the fact that it definitely corresponded to one mutation and worked from there",51,"2: female",NA,-1
"crgnFEyUBXi2",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"I gave this rating since both mutations are equally likely to have or not have the extra mutatuion.",24,"1: male",NA,0
"wzLN5U2Cp3ZJ",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"If we don't know about Lian blood levels we cannot really determine which is more likely.",38,"1: male","None",0
"RqMS3LQLWf7k",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",3,5,"The two disorders occur equally in the population, which is why I came to the conclusion that I did.",37,"1: male","N/A",0
"6pLNtqK0ppn8",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"The mutations are just as prevalent as each other and the patient is showing signs that it could be either of them and so it is just as likely to be either of them at the moment or even both.",22,"1: male","None",0
"nP2ZcHJ9DcY6",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"because it was equally the same",47,"2: female",NA,0
"VUMrFM8hEP9F",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Both mutations can cause this abnormal blood result so we have no evidence yet for one or the other. ",55,"1: male","None noticed.",0
"4yUyOe52Vwlt",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"I am not entirely sure from the information I was given but I don't remember being told that the abnormal Lian levels caused further damage.",70,"2: female","Everything looked fine thanks",0
"4PXYDvYq754Y",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Unknown second situation",38,"1: male",NA,0
"qCO9t0OJ6riv",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"We only knew about the Gludon blood levels so we couldn't tell which mutation the patient had. Both mutations are equally common (10 in 200) so without the Lian numbers the chance is 50/50 as to which mutation they had. ",50,"2: female",NA,0
"s5AclAS4TJ9o",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"If it is known that patient 53 has abnormal gludon blood levels, but we are yet to find out about lian levels, it stands to reason that since both mutations are equally likely to occur in a person that there is a 50:50 chance that the person could have either Mut-Tae4 or Mut-Bic2 gene mutation",36,"2: female","I did not encounter any errors in terms of technical issues and I am not aware of any other errors either",0
"69eivDbKbGV6",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"well he already has the abnormality so even if he has both blood mutations it makes no differenc to having just the one i think",46,"2: female","na",0
"uz6zlILjKr79",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Gludon levels are regulated equally by both mutations",39,"1: male",NA,0
"UzWkip4lcSyH",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both have an equal chance of appearing in the population - though 5% are susceptible.",47,"2: female","All good.",0
"d8NdJ3zldxyD",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,8,"I rated like this because we cannot go wrong with the Mut-Bic2 if we only care about the result of abnormal gludon levels. So whether it is one or the other, in both cases gludon levels are abnormal. I would totally require some lian testing though. ",29,"2: female","None",-3
"O8oZSn0oVzMq",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Because we don't yet know whether they have Taw4, and it is equally prevalent in the general population and we already know they have the Lian blood thing.",50,"2: female","none",0
"BOJfAHf7QtVO",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"The patient only shows abnormal gludon levels which is a symptom of both mutagenic genes so at this stage it is impossible to determine which of the two genes the patient has. Both are equally likely",22,"2: female",NA,0
"oyHeGKclRN9y",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"both version has a 5% chance, so equal, both have the abnormal Gludon ",52,"1: male","all was fine",0
"Kjcj7mQdNZnM",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"I don't thinkyou can tell from the experiment what a person level of Gludon or Lian is",53,"1: male","None",0
"Y4eccDImUFYq",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"They both have the same percentage chance of occurring in the population, so it is not more likely to be one than the other. Both have the same effect on life expectancy",41,"2: female","No errors - asking which was more 'satisfying' was strange though - as it could mean more likely or which you would prefer it to be. My answer whichever way it was meant would have been the same though and I put explanations for both when asked.",0
"Q2tZUXix7Rpv",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"The mention that both mutations were equally likely to occur.",36,"1: male","None",0
"dlC6iUF7ntqV",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"We only know they have abnormal Gludon blood levels and we know that both mutations are equally likely. It cannot be determined which mutation the patient has without more information.",25,"1: male",NA,0
"sMkuiaWlf5V6",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,7,"The patient hasn’t yet been found to have Lyon so it moves more towards the first ",28,"2: female","None",-2
"wv8npHfN1N0v",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Due to the fact that both are likely to occur if one is found",24,"2: female",NA,0
"hyoherGHUQXm",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Since both mutations occur in equal frequency, the chance of a patient having either mutation is 50%.",51,"2: female","None",0
"Fft7RmEtWCkc",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"you dont yet have a result for both. so for not i would say it could equally be both and both can cause abnormal gludon levels. if the results return and also show abnormal lian levels then it would confirm the taw4 gene mutation. ",30,"2: female",NA,0
"aTPz7fq0qqg2",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,7,"well you said he has the one mutation and its just as likely that he has the other but nott impossible that he doesnt",54,"2: female","none",-2
"ZTVznopYlySk",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"The information given said that there is a 5% chance of one and the likelihood of the other is the same. So even though they have the marker that shows a disorder the overall likelihood is the same that they can have either one.",50,"1: male",NA,0
"4lXWyn6fJORb",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Just as likely to have one mutation as the other ",28,"2: female",NA,0
"WulqpeUaV0Jm",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,10,"Mut-Bic2 only causes abnormal Gludon blood vessel hence i chose it. There is no Lian blood levels and that does not make it the right choice, since it is not known that there is Lian blood vessel.",26,"2: female","No errors encountered.",-5
"Hc4LQhJ7txCp",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,7,"Since the patient has abnormal gludon blood level, it is certain that it is either one but more likely Bic2 because that is the only result of it.",33,"1: male","There were no errors.",-2
"70Xy6nw7Z5Of",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,6,"Im leaning slighting toward mutbic2 beacuse at least one thing is confirmed but tests still have to be done for leon blood levels so you cant rule out muttaw4 ",36,"1: male","had to redo study because didnt send answers first time ",-1
"QfHb9s9WiaX3",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"It could equally be either faulty gene, because the gludon is present. We have no information about lian levels so cannot count that in our judgement.",35,"2: female","none",0
"L2V2ZGTkOsxe",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,8,"Not knowing the status of the patient's lian levels, is feels safer to assume that they are normal than to jump to conclusions",31,"2: female",NA,-3
"YChc8FqrxHCR",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both mutations could have that effect",53,"1: male","none noticed",0
"FyRDpzq3Ljlu",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"It's equally likely that a person can have either mutation - therefore, if we don't know whether they have abnormal Lian levels, it's equally likely that they would have either mutation",23,"2: female",NA,0
"EAICDJ337NTL",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,6,"I would have to say that the results could go either way. I feel torn and in the middle of the road about it.",40,"2: female",NA,-1
"kD8WlUFCDldR",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,4,"It is just as likely that the patient will have both gene mutations ",41,"2: female",NA,1
"NWpYBVKnlKmZ",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,4,"it is difficult to rate something that we know so little about so I tend to hedge on the small facts that I do know.ie both will reduce life expectancy but nothing really definite is scientifically proven.",58,"2: female",NA,1
"1FkUMhloVtsJ",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Abnormal gludon levels have been established which satisfies the criteria for both mutations. Without testing Lian levels we would not be able to say for certain which mutation it is.",28,"1: male",NA,0
"P2luMlspBTK6",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"If we dont know the full results then we cant be sure either way so cant say its more one side than then the other,",36,"2: female",NA,0
"bODW1vZ9POsv",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,10,"Having just abnormal gludon levels would be preferable to having abnormal gludon and lian blood levels",53,"1: male","No issues",-5
"H1BtjDrLFIi0",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,6,"One only has Gludon levels, the other has 2 abnormal with Lian too",36,"1: male","no errors",-1
"l5gkLY2YIcpz",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"because both cause abnormal levels",27,"2: female",NA,0
"mAmKuF43WmHa",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"They both cause the same abnormal levels with regards to Gludon",29,"1: male",NA,0
"eM0DeQtrDQHM",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"We only know they have gludon nothing specified about lian",52,"1: male",NA,0
"06nhXsSpT2vA",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Both Genes can cause abnormal Gludon blood levels. More information is required to ascertain which gene is responsible.",58,"1: male","No issues",0
"W6wm3eBeWVy4",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"I believe that since the ludon levels haven't been determined yet there is most likely an equal chance that they could have either. Considering there are an equal amount of people in the community that have either disease.",29,"1: male",NA,0
"rEGcDelsn0Ct",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Both have reduced life expectancy so either mutation would be the same in the patients eyes  ",44,"1: male","Study was easy to follow and worked fine",0
"rEvnpBj2bCPF",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Either of the two conditions could cause this effect, so they would both be a reasonable explanation for the result, given that they're equally prevalent in the population.",42,"1: male","Keeping these unfamiliar names in mind was rather difficult. ",0
"9IVzCB0a5Wvg",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"This is based on the premise that it's equally likely for either mutation to occur within the populace.",22,"1: male",NA,0
"DxKh5bRKOb2q",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"I think that it is equaly likely to be either of the mutations as both can cause high levels of this",26,"2: female",NA,0
"NOlTWxXV0BqU",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"at this point both are equally possible as they both can cause that affect and occur at same frequency in the population",35,"1: male","n/a",0
"bu56bReYmlyz",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"This would be easier if you carried over the previous sections information to this section - I can't remember the names so it's hard to explain, but by substitution we can assume they would have the same likelyhood",32,"1: male","Show the previous slides information in the current slide when asking the questions (not pre screen questions)",0
"hBRJcI3zHIBK",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"There is a 50% of it being either MUT Taw 4 or MUT Bic 2 as we know the patient has abnormal Gludon levels, what we don't know is whether the patient has abnormal Lian levels, so my answer reflected the fact that there is an equal chance of either because of not knowing the outcome of their Lian levels.",67,"2: female",NA,0
"jxdfytPXPNYN",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",2,5,"Since we know they have higher gludon blood levels but not whether they have lian, both mutations are equally likely. This is because both mutations have the same chance of occurring in the population.",22,"1: male","n/a",0
"0SPF0WN72NiY",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both mutants cause abnornal Gudan levels. ",62,"1: male","None thanks. ",0
"biT3YWdmHYaI",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"i put it as equally, as there was not a definitive answer on what one it could be, but previous information says they are most likely equal, that is why i chose that rating. Could be miles off, but was an educated guess.",24,"1: male","0 errors from what i saw.",0
"XpJe5bbrYyGA",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,9,"Mut bic causes abnormal gludon levels which is what the patient has",57,"2: female",NA,-4
"KBJi9NqW1JLa",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,3,"It seems that since we already know they have abnormal blood levels, it would satisfy that part",50,"2: female","I did not come across any errors.",2
"OChvQRiaFlLi",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,7,"Its the most probable cause.",48,"1: male",NA,-2
"MS2wBnMFqnm8",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"Both gene mutations can cause abnormal blood mutations.",74,"2: female",NA,0
"GenlbeSf7KUf",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"It's confirmed they have abnormal Gludon blood levels, but their Lian levels haven't been checked so there's still a 50% chance that they could have Taw4",28,"1: male","No issues",0
"iaI0Ev38S83g",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,8,"Because we know that Mut-Bic2 definitely causes Gludon levels and as we know they definitely have this we know they have MUT-BIC2.  ",48,"2: female","none",-3
"DIXjwvwgpgWc",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,10,"Because Mut-Ta- w4 affects both types of blood levels, it would be safe to assume that Mut-Bic2 which only affects one type of blood level would be a better outcome.",64,"1: male","The only one, which could be on my end or Prolific's is that when typing an answer it stoped allowing me to type briefly. ",-5
"E0Is5xxvaK9N",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_is",1,5,"There is the same number of people in the population with taw and bic. I think there is a predisposition that if you have one then you have the other and therefore likelihood is the same",64,"2: female","none",0
